utm_east,utm_north,elev_m,sampleid,copper,gold,py,cpy,lith,lithology,hold_id,type,azimuth,dip,thick_m,from_m,to_m
-14615758,7772630,1180,G0806962,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.68,100.28,101.96
-14615758,7772630,1178,G0806963,0.06,0.11,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.37,101.96,103.33
-14615758,7772630,1177,G0806964,0.04,0.01,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.1,103.33,104.42
-14615758,7772630,1176,G0806966,0.08,0.12,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.46,104.42,104.88
-14615758,7772630,1175,G0806967,0.05,0.12,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.49,104.88,106.38
-14615758,7772630,1174,G0806968,0.02,0.28,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.93,106.38,107.3
-14615758,7772630,1173,G0806969,0.1,1.33,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,2.12,107.3,109.42
-14615758,7772630,1171,G0806971,0.06,0.67,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,109.42,110.95
-14615758,7772630,1169,G0806972,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,110.95,112.47
-14615758,7772630,1168,G0806973,0.02,0.03,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.87,112.47,113.34
-14615758,7772630,1167,G0806974,0.04,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.46,113.34,113.8
-14615758,7772630,1166,G0806975,0.08,0.14,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.72,113.8,115.52
-14615758,7772630,1164,G0806976,0.04,0.05,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,115.52,117.04
-14615758,7772630,1163,G0806977,0.03,0.07,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,117.04,118.57
-14615758,7772630,1161,G0806978,0.01,0.07,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,118.57,120.09
-14615758,7772630,1160,G0806979,0.02,0.07,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.49,120.09,121.58
-14615758,7772630,1158,G0806981,0.08,0.18,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.27,121.58,121.86
-14615758,7772630,1158,G0806982,0.11,0.39,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.28,121.86,123.14
-14615758,7772630,1157,G0806983,0.11,0.15,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,123.14,124.66
-14615758,7772630,1155,G0806984,0.06,0.11,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,124.66,126.19
-14615758,7772630,1154,G0806985,0.03,0.04,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,126.19,127.71
-14615758,7772630,1152,G0806986,0.28,0.54,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,127.71,129.24
-14615758,7772630,1151,G0806987,0.41,0.53,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,129.24,130.76
-14615758,7772630,1149,G0806988,0.17,0.67,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,130.76,132.28
-14615758,7772630,1148,G0806989,0.1,0.36,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,132.28,133.81
-14615758,7772630,1146,G0806991,2.06,38.9,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,133.81,135.33
-14615758,7772630,1145,G0806992,0.15,0.39,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,135.33,136.86
-14615758,7772630,1143,G0806993,0.52,2.71,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,136.86,138.38
-14615758,7772630,1142,G0806994,0.64,10.95,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,138.38,139.9
-14615758,7772630,1140,G0806995,0.13,0.53,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,139.9,141.43
-14615758,7772630,1139,G0806996,0.14,0.28,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,141.43,142.95
-14615758,7772630,1137,G0806997,0.18,0.22,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,142.95,144.48
-14615758,7772630,1136,G0806998,0.19,0.73,1,0.1,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,144.48,146
-14615758,7772630,1134,G0806999,0.12,0.26,,0.1,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,2,146,148
-14615758,7772630,1132,H436001,0.16,0.2,,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.86,148,148.86
-14615758,7772630,1131,H436002,0.06,1.49,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.65,148.86,149.5
-14615758,7772630,1131,H436003,0.02,0.04,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.33,149.5,149.83
-14615758,7772630,1130,H436004,0.56,1,3,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.35,149.83,150.17
-14615758,7772630,1130,H436005,0.04,0.22,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.13,150.17,151.3
-14615758,7772630,1129,H436006,0.32,0.49,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.79,151.3,152.1
-14615758,7772630,1128,H436007,0.08,0.21,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.14,152.1,153.24
-14615758,7772630,1127,H436008,0.07,0.25,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.58,153.24,153.82
-14615758,7772630,1126,H436009,0.07,0.18,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.49,153.82,154.31
-14615758,7772630,1126,H436011,0.02,0.07,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.16,154.31,155.46
-14615758,7772630,1125,H436012,0.14,0.29,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.22,155.46,156.68
-14615758,7772630,1123,H436013,0.11,0.32,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.36,156.68,158.04
-14615758,7772630,1122,H436014,0.24,0.68,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.67,158.04,158.71
-14615758,7772630,1121,H436015,0.02,0.07,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.61,158.71,159.32
-14615758,7772630,1121,H436016,0.14,0.21,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.76,159.32,160.08
-14615758,7772630,1120,H436017,0.03,0.32,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.16,160.08,161.24
-14615758,7772630,1119,H436018,0.11,0.22,2,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.4,161.24,162.64
-14615758,7772630,1117,H436019,0.12,0.18,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.4,162.64,164.04
-14615758,7772630,1116,H436021,0.28,0.25,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.75,164.04,164.79
-14615758,7772630,1115,H436022,0.03,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.43,164.79,165.22
-14615758,7772630,1115,H436023,0.03,0.04,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.85,165.22,166.07
-14615758,7772630,1114,H436024,0.47,0.29,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.26,166.07,167.34
-14615758,7772630,1113,H436025,0.09,0.12,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.85,167.34,168.19
-14615758,7772630,1112,H436026,0.11,0.04,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,2.19,168.19,170.38
-14615758,7772630,1110,H436027,0.15,0.09,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,170.38,171.91
-14615758,7772630,1108,H436028,0.09,0.11,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,171.91,173.43
-14615758,7772630,1107,H436029,0.84,1.27,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,173.43,174.96
-14615758,7772630,1105,H436031,0.18,0.14,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,174.96,176.48
-14615758,7772630,1104,H436032,0.19,0.2,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,176.48,178
-14615758,7772630,1102,H436033,0.09,0.12,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,178,179.53
-14615758,7772630,1100,H436034,0.1,0.08,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,179.53,181.05
-14615758,7772630,1099,H436035,0.06,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,181.05,182.58
-14615758,7772630,1097,H436036,0.1,0.09,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,182.58,184.1
-14615758,7772630,1096,H436037,0.34,0.25,3,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,184.1,185.62
-14615758,7772630,1094,H436038,0.02,0.04,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,185.62,187.15
-14615758,7772630,1093,H436039,0.02,0.01,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,187.15,188.67
-14615758,7772630,1091,H436041,0.01,0.01,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,188.67,190.2
-14615758,7772630,1090,H436042,0.02,0.02,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,190.2,191.72
-14615758,7772630,1088,H436043,0.03,0.04,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,191.72,193.24
-14615758,7772630,1087,H436044,0.03,0.02,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,193.24,194.77
-14615758,7772630,1085,H436045,0.01,0.02,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,194.77,196.29
-14615758,7772630,1084,H436046,0.03,0.02,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,196.29,197.82
-14615758,7772630,1082,H436047,0.03,0.02,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,197.82,199.34
-14615758,7772630,1081,H436048,0.08,0.05,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,199.34,200.86
-14615758,7772630,1079,H436049,0.01,0.01,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,200.86,202.39
-14615758,7772630,1078,H436051,0.02,0.01,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,202.39,203.91
-14615758,7772630,1076,H436052,0.01,0.01,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,203.91,205.44
-14615758,7772630,1075,H436053,0.07,0.04,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,205.44,206.96
-14615758,7772630,1073,H436054,0.04,0.03,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,206.96,208.48
-14615758,7772630,1072,H436055,0.04,0.03,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,208.48,210.01
-14615758,7772630,1070,H436056,0.06,0.09,3,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,210.01,211.53
-14615758,7772630,1068,H436057,0.09,0.08,3,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,211.53,213.06
-14615758,7772630,1067,H436058,0.04,0.08,3,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,213.06,214.58
-14615758,7772630,1065,H436059,0.06,0.04,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,214.58,216.1
-14615758,7772630,1064,H436061,0.14,0.12,5,3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,216.1,217.63
-14615758,7772630,1062,H436062,0.15,0.21,5,3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,217.63,219.15
-14615758,7772630,1061,H436063,0.06,0.04,3,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.39,219.15,220.54
-14615758,7772630,1059,H436064,0.39,0.22,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.66,220.54,222.2
-14615758,7772630,1058,H436065,0.29,0.16,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,222.2,223.72
-14615758,7772630,1056,H436066,0.19,0.15,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,223.72,225.25
-14615758,7772630,1055,H436067,0.19,0.09,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,225.25,226.77
-14615758,7772630,1053,H436068,0.17,0.09,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,226.77,228.3
-14615758,7772630,1052,H436069,0.36,0.18,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,228.3,229.82
-14615758,7772630,1050,H436071,0.29,0.18,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,229.82,231.34
-14615758,7772630,1049,H436072,0.3,0.14,3,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,231.34,232.87
-14615758,7772630,1047,H436073,0.48,0.2,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,232.87,234.39
-14615758,7772630,1046,H436074,0.24,0.13,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,234.39,235.92
-14615758,7772630,1044,H436075,0.38,0.19,3,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,235.92,237.44
-14615758,7772630,1043,H436076,0.3,0.14,3,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,237.44,238.96
-14615758,7772630,1041,H436077,0.47,0.22,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,238.96,240.49
-14615758,7772630,1040,H436078,0.13,0.08,3,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,240.49,242.01
-14615758,7772630,1038,H436079,0.24,0.1,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,242.01,243.54
-14615758,7772630,1036,H436081,0.29,0.13,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,243.54,245.06
-14615758,7772630,1035,H436082,0.17,0.08,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,245.06,246.58
-14615758,7772630,1033,H436083,0.08,0.03,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,246.58,248.11
-14615758,7772630,1032,H436084,0.08,0.03,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,248.11,249.63
-14615758,7772630,1030,H436085,0.06,0.04,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,249.63,251.16
-14615758,7772630,1029,H436086,0.08,0.06,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,251.16,252.68
-14615758,7772630,1027,H436087,0.13,0.1,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,252.68,254.2
-14615758,7772630,1026,H436088,0.05,0.03,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,254.2,255.73
-14615758,7772630,1024,H436089,0.31,0.07,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,255.73,257.25
-14615758,7772630,1023,H436091,0.14,0.07,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,257.25,258.78
-14615758,7772630,1021,H436092,0.07,0.06,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,258.78,260.3
-14615758,7772630,1020,H436093,0.1,0.06,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,260.3,261.82
-14615758,7772630,1018,H436094,0.01,0.01,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,261.82,263.35
-14615758,7772630,1017,H436095,0.05,0.03,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,263.35,264.87
-14615758,7772630,1015,H436096,0.01,0.01,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,264.87,266.4
-14615758,7772630,1014,H436097,0.01,0.04,5,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,266.4,267.92
-14615758,7772630,1012,H436098,0.23,0.11,3,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.28,267.92,269.2
-14615758,7772630,1011,H436099,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.77,269.2,270.97
-14615758,7772630,1009,H436101,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,270.97,272.49
-14615758,7772630,1008,H436102,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,272.49,274.02
-14615758,7772630,1006,H436103,0,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,274.02,275.54
-14615758,7772630,1004,H436104,0.17,0.1,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,275.54,277.06
-14615758,7772630,1003,H436105,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,277.06,278.59
-14615758,7772630,1001,H436106,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,278.59,280.11
-14615758,7772630,1000,H436107,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,280.11,281.64
-14615758,7772630,998,H436108,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,281.64,283.16
-14615758,7772630,997,H436109,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,283.16,284.68
-14615758,7772630,995,H436111,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,284.68,286.21
-14615758,7772630,994,H436112,0.1,0.07,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,286.21,287.73
-14615758,7772630,992,H436113,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,287.73,289.26
-14615758,7772630,991,H436114,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,289.26,290.78
-14615758,7772630,989,H436115,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,290.78,292.3
-14615758,7772630,988,H436116,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,292.3,293.83
-14615758,7772630,986,H436117,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,293.83,295.35
-14615758,7772630,985,H436118,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,295.35,296.88
-14615758,7772630,983,H436119,0,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,296.88,298.4
-14615758,7772630,982,H436121,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,298.4,299.92
-14615758,7772630,980,H436122,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,299.92,301.45
-14615758,7772630,979,H436123,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,301.45,302.97
-14615758,7772630,977,H436124,0.04,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,302.97,304.5
-14615758,7772630,976,H436125,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,304.5,306.02
-14615758,7772630,974,H436126,0.04,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,306.02,307.54
-14615758,7772630,972,H436127,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,307.54,309.07
-14615758,7772630,971,H436128,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,309.07,310.59
-14615758,7772630,969,H436129,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,310.59,312.12
-14615758,7772630,968,H436131,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.05,312.12,313.17
-14615758,7772630,967,H436132,0.03,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,0.47,313.17,313.64
-14615758,7772630,966,H436133,0.02,0.01,0.1,,11000,Fault Zone,TRK08-02,Interval,360,90,1.52,313.64,315.16
-14615758,7772630,965,H436134,0.01,0.02,0.1,,11000,Fault Zone,TRK08-02,Interval,360,90,1.52,315.16,316.69
-14615758,7772630,963,H436135,0,0.01,0.1,,11000,Fault Zone,TRK08-02,Interval,360,90,1.52,316.69,318.21
-14615758,7772630,962,H436136,0.01,0.03,0.1,,11000,Fault Zone,TRK08-02,Interval,360,90,1.52,318.21,319.74
-14615758,7772630,960,H436137,0.05,0.03,2,,11000,Fault Zone,TRK08-02,EOH,360,90,1.52,319.74,321.26
-14615758,7772630,1280,COLLAR,,,,,0,Casing/Overburden,TRK08-03,Collar,65,70,3.05,0,3.05
-14615756,7772630,1277,H436138,0.02,0.01,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,2.13,3.05,5.18
-14615754,7772632,1275,H436139,0.01,0.01,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,5.18,8.23
-14615752,7772632,1272,H436141,0.01,0.04,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,8.23,11.28
-14615753,7772634,1269,H436142,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,11.28,14.33
-14615751,7772634,1267,H436143,0.03,0.05,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,14.33,17.37
-14615749,7772635,1264,H436144,0.04,0.07,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,17.37,20.42
-14615747,7772636,1261,H436145,0.02,0.05,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,20.42,23.47
-14615745,7772636,1258,H436146,0.01,0.03,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,23.47,26.52
-14615743,7772637,1255,H436147,0.01,0.03,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,26.52,29.57
-14615742,7772638,1252,H436148,0.01,0.07,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,29.57,32.61
-14615740,7772639,1249,H436149,0.01,0.03,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,32.61,35.66
-14615738,7772640,1246,H436151,0.02,0.03,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,35.66,38.71
-14615736,7772641,1244,H436152,0.02,0.05,,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.68,38.71,40.39
-14615734,7772641,1242,H436153,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.37,40.39,41.76
-14615734,7772641,1241,H436154,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,3.05,41.76,44.81
