utm_east,utm_north,elev_m,sampleid,copper,gold,py,cpy,lith,lithology,hold_id,type,azimuth,dip,thick_m,from_m,to_m
-14615675,7772673,1139,H436225,0.01,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,149.96,151.49
-14615673,7772673,1138,H436226,0.01,0.04,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,151.49,153.01
-14615673,7772673,1136,H436227,0.07,0.07,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,153.01,154.53
-14615671,7772673,1135,H436228,0.01,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,154.53,156.06
-14615671,7772675,1133,H436229,0.01,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.83,156.06,157.89
-14615669,7772675,1132,H436231,0.01,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.22,157.89,159.11
-14615669,7772675,1130,H436232,0.21,0.42,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,159.11,160.63
-14615668,7772675,1129,H436233,0.21,0.51,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,160.63,162.15
-14615668,7772675,1128,H436234,0.05,0.19,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,162.15,163.68
-14615666,7772677,1126,H436235,0.02,0.13,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,163.68,165.2
-14615666,7772677,1125,H436236,0.01,0.18,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,165.2,166.73
-14615664,7772677,1123,H436237,0,0.03,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,166.73,168.25
-14615664,7772677,1122,H436238,0.01,0.07,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,168.25,169.77
-14615662,7772679,1120,H436239,0.09,0.38,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,169.77,171.3
-14615662,7772679,1119,H436241,0.08,0.14,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,171.3,172.82
-14615660,7772679,1118,H436242,0.07,0.12,2,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,172.82,174.35
-14615660,7772679,1116,H436243,0.03,0.04,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,174.35,175.87
-14615659,7772679,1115,H436244,0.04,0.07,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,175.87,177.39
-14615659,7772681,1113,H436245,0.15,0.25,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,177.39,178.92
-14615659,7772681,1112,H436246,0.06,0.15,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,178.92,180.44
-14615657,7772681,1110,H436247,0.41,0.36,2,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,180.44,181.97
-14615657,7772681,1109,H436248,0.14,0.17,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,181.97,183.49
-14615655,7772683,1108,H436249,0.4,0.29,2,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,183.49,185.01
-14615655,7772683,1106,H436251,0.89,1.14,1,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,185.01,186.54
-14615653,7772683,1105,H436252,0.24,0.25,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,186.54,188.06
-14615653,7772683,1103,H436253,0.2,0.1,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,0.76,188.06,188.82
-14615651,7772683,1103,H436254,1.88,3.86,5,7,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,0.64,188.82,189.46
-14615651,7772683,1102,H436255,0.45,0.37,1,3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,0.81,189.46,190.27
-14615651,7772685,1101,H436256,0.04,0.04,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,0.84,190.27,191.11
-14615651,7772685,1100,H436257,0.13,0.09,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,191.11,192.63
-14615650,7772685,1099,H436258,0.32,0.26,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,192.63,194.16
-14615650,7772685,1098,H436259,0.16,0.16,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,194.16,195.68
-14615648,7772685,1096,H436261,0.16,0.1,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,195.68,197.21
-14615648,7772687,1095,H436262,0.21,0.22,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,197.21,198.73
-14615646,7772687,1093,H436263,0.11,0.07,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,198.73,200.25
-14615646,7772687,1092,H436264,0.15,0.14,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,200.25,201.78
-14615644,7772687,1090,H436265,0.33,0.18,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,201.78,203.3
-14615644,7772687,1089,H436266,0.13,0.09,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,203.3,204.83
-14615644,7772689,1088,H436267,0.08,0.03,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,204.83,206.35
-14615642,7772689,1086,H436268,0.68,0.62,3,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,206.35,207.87
-14615642,7772689,1085,H436269,0.66,0.58,2,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,EOH,65,70,1.62,207.87,209.49
-14615632,7772426,1227,COLLAR,,,,,0,Casing/Overburden,TRK08-04,Collar,257,80,7.62,0,7.62
-14615634,7772426,1220,H436271,0.01,0.02,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.22,7.62,8.84
-14615634,7772426,1218,H436272,0.02,0.04,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,8.84,10.36
-14615635,7772426,1217,H436273,0.04,0.07,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,10.36,11.89
-14615635,7772426,1215,H436274,0.03,0.07,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,11.89,13.41
-14615635,7772424,1214,H436275,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,13.41,14.94
-14615637,7772424,1212,H436276,0.02,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,14.94,16.46
-14615637,7772424,1211,H436277,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.83,16.46,18.29
-14615637,7772424,1209,H436278,0.05,0.06,2,1,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.22,18.29,19.51
-14615637,7772424,1208,H436279,0.06,0.1,1,0.1,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.52,19.51,21.03
-14615639,7772424,1206,H436281,0.06,0.05,1,0.1,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.52,21.03,22.56
-14615639,7772424,1205,H436282,0.04,0.05,1,0.1,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.52,22.56,24.08
-14615639,7772424,1203,H436283,0.06,0.08,3,2,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.19,24.08,25.27
-14615639,7772424,1202,H436284,0.03,0.09,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.91,25.27,26.18
-14615639,7772424,1201,H436285,0.02,0.03,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.94,26.18,27.13
-14615641,7772424,1200,H436286,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,27.13,28.65
-14615641,7772424,1199,H436287,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,28.65,30.18
-14615641,7772424,1197,H436288,0.06,0.05,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,30.18,31.7
-14615641,7772424,1196,H436289,0.03,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,31.7,33.22
-14615643,7772424,1194,H436291,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,33.22,34.75
-14615643,7772424,1193,H436292,0.05,0.09,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,34.75,36.27
-14615643,7772424,1191,H436293,0.09,0.25,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,36.27,37.8
-14615643,7772424,1190,H436294,0.07,0.15,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,37.8,39.32
-14615644,7772422,1188,H436295,0.03,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,39.32,40.84
-14615644,7772422,1187,H436296,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,40.84,42.37
-14615644,7772422,1185,H436297,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,42.37,43.89
-14615644,7772422,1184,H436298,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,43.89,45.42
-14615646,7772422,1182,H436299,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,45.42,46.94
-14615646,7772422,1181,H436301,0.04,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,46.94,48.46
-14615646,7772422,1179,H436302,0.06,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,48.46,49.99
-14615646,7772422,1178,H436303,0.06,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.63,49.99,51.62
-14615648,7772422,1176,H436304,0.03,0.11,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.47,51.62,52.09
-14615648,7772422,1176,H436305,0.01,0.07,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.96,52.09,53.05
-14615648,7772422,1175,H436306,0.02,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.51,53.05,54.56
-14615648,7772422,1173,H436307,0.06,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,54.56,56.08
-14615648,7772422,1172,H436308,0.01,0.12,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,56.08,57.61
-14615650,7772422,1170,H436309,0.01,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,57.61,59.13
-14615650,7772422,1169,H436311,0.02,0.05,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,59.13,60.66
-14615650,7772422,1167,H436312,0.03,0.11,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,60.66,62.18
-14615652,7772422,1166,H436313,0.05,0.07,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,62.18,63.7
-14615652,7772422,1164,H436314,0.02,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,63.7,65.23
-14615652,7772420,1163,H436315,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,65.23,66.75
-14615652,7772420,1161,H436316,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,66.75,68.28
-14615654,7772420,1160,H436317,0.01,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,68.28,69.8
-14615654,7772420,1158,H436318,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,69.8,71.32
-14615654,7772420,1157,H436319,0.03,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,71.32,72.85
-14615654,7772420,1155,H436321,0.08,4.49,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,72.85,74.37
-14615655,7772420,1154,H436322,0.01,0.06,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,74.37,75.9
-14615655,7772420,1152,H436323,0.02,0.01,1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,75.9,77.42
-14615655,7772420,1151,H436324,0.01,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,77.42,78.94
-14615655,7772420,1149,H436325,0.02,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,2.41,78.94,81.35
-14615657,7772420,1147,H436326,0.01,0.02,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.64,81.35,81.99
-14615657,7772420,1146,H436327,0,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,81.99,83.52
-14615657,7772420,1145,H436328,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,83.52,85.04
-14615657,7772420,1143,H436329,0,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,85.04,86.56
-14615659,7772420,1142,H436331,0.01,0.03,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,86.56,88.09
-14615659,7772420,1140,H436332,0.02,0.09,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,88.09,89.61
-14615659,7772418,1139,H436333,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,89.61,91.14
-14615659,7772418,1137,H436334,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,91.14,92.66
-14615661,7772418,1136,H436335,0.01,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,92.66,94.18
-14615661,7772418,1134,H436336,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,94.18,95.71
-14615661,7772418,1133,H436337,0.01,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,95.71,97.23
-14615661,7772418,1131,H436338,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,97.23,98.76
-14615663,7772418,1130,H436339,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,98.76,100.28
-14615663,7772418,1128,H436341,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,100.28,101.8
-14615663,7772418,1127,H436342,0.01,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,101.8,103.33
-14615663,7772418,1125,H436343,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,103.33,104.85
-14615665,7772418,1124,H436344,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,104.85,106.38
-14615665,7772418,1122,H436345,0,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,106.38,107.9
-14615665,7772418,1121,H436346,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,107.9,109.42
-14615666,7772417,1119,H436347,0,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,109.42,110.95
-14615666,7772417,1118,H436348,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,110.95,112.47
-14615666,7772417,1116,H436349,0,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,112.47,114
-14615666,7772417,1115,H436351,0.01,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,114,115.52
-14615668,7772416,1113,H436352,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,115.52,117.04
-14615668,7772416,1112,H436353,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,117.04,118.57
-14615668,7772416,1110,H436354,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,118.57,120.09
-14615668,7772416,1109,H436355,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,120.09,121.62
-14615670,7772416,1107,H436356,0.01,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,121.62,123.14
-14615670,7772416,1106,H436357,0.01,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,123.14,124.66
-14615670,7772416,1104,H436358,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,124.66,126.19
-14615670,7772416,1103,H436359,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,126.19,127.71
-14615672,7772415,1101,H436361,0.02,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,127.71,129.24
-14615672,7772415,1100,H436362,0.02,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,129.24,130.76
-14615672,7772415,1098,H436363,0.04,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,130.76,132.28
-14615672,7772415,1097,H436364,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,132.28,133.81
-14615674,7772415,1095,H436365,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,133.81,135.33
-14615674,7772415,1094,H436366,0.03,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,135.33,136.86
-14615674,7772415,1092,H436367,0.02,0.01,3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,136.86,138.38
-14615674,7772415,1091,H436368,0.04,0.02,5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,138.38,139.9
-14615675,7772415,1089,H436369,0.05,0.02,2,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,139.9,141.43
-14615675,7772413,1088,H436371,0.01,0.01,1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,141.43,142.95
-14615675,7772413,1086,H436372,0.01,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,142.95,144.48
-14615675,7772413,1085,H436373,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,144.48,146
-14615677,7772413,1083,H436374,0.02,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,146,147.52
-14615677,7772413,1082,H436375,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.8,147.52,149.32
-14615677,7772413,1080,H436376,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.38,149.32,149.7
-14615677,7772413,1080,H436377,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.87,149.7,150.57
-14615677,7772413,1079,H436378,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,150.57,152.1
-14615679,7772413,1077,H436379,0.03,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,152.1,153.62
-14615679,7772413,1076,H436381,0.03,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,153.62,155.14
-14615679,7772413,1074,H436382,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,155.14,156.67
-14615681,7772413,1073,H436383,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,156.67,158.19
-14615681,7772413,1071,H436384,0,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,158.19,159.72
-14615681,7772413,1070,H436385,0.01,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,159.72,161.24
-14615681,7772413,1068,H436386,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,161.24,162.76
-14615683,7772413,1067,H436387,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,162.76,164.29
-14615683,7772413,1065,H436388,0,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,164.29,165.81
-14615683,7772413,1064,H436389,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,165.81,167.34
-14615683,7772411,1062,H436391,0.02,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,167.34,168.86
-14615684,7772411,1061,H436392,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,168.86,170.38
-14615684,7772411,1059,H436393,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,170.38,171.91
-14615684,7772411,1058,H436394,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,EOH,257,80,1.83,171.91,173.74
-14615632,7772426,1227,COLLAR,,,,,0,Casing/Overburden,TRK08-05,Collar,77,70,4.57,0,4.57
-14615628,7772426,1223,H436395,0.02,0.06,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,2.13,4.57,6.71
-14615628,7772428,1221,H436396,0.02,0.04,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,6.71,8.23
-14615626,7772428,1219,H436397,0.01,0.09,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,8.23,9.75
-14615626,7772428,1218,H436398,0,0.07,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,9.75,11.28
-14615624,7772428,1216,H436399,0,0.03,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,11.28,12.8
-14615624,7772428,1215,H436401,0.01,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,12.8,14.33
-14615623,7772428,1214,H436402,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,14.33,15.85
-14615623,7772428,1212,H436403,0.07,0.27,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,0.67,15.85,16.52
-14615621,7772428,1211,H436404,0.03,0.09,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.19,16.52,17.71
-14615621,7772428,1210,H436405,0.03,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.19,17.71,18.9
-14615621,7772428,1209,H436406,0.03,0.02,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,18.9,20.42
-14615619,7772430,1208,H436407,0.02,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,20.42,21.95
-14615619,7772430,1206,H436408,0.01,0,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,21.95,23.47
-14615617,7772430,1205,H436409,0.01,0.01,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,23.47,24.99
-14615617,7772430,1204,H436411,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,24.99,26.52
-14615615,7772430,1202,H436412,0.03,0.1,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,26.52,28.04
-14615615,7772430,1201,H436413,0.05,0.09,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,28.04,29.57
-14615614,7772430,1199,H436414,0.02,0.04,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.52,29.57,31.09
-14615614,7772430,1198,H436415,0.01,0.03,2,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-05,Interval,77,70,1.1,31.09,32.19
