UTM_East,UTM_North,elev_m,sampleid,copper,gold,py,cpy,lith,Lithology,Hole ID,Type,Azimuth,Dip,Thick_m,From_m,To_m
360903,6326534,1253.11,H232071,0.02,0.02,0.1,0.3,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,45.00,47.00
360903,6326535,1251.16,H232072,0.02,0.01,,,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,47.00,49.00
360902,6326535,1249.21,H232073,0.04,0.04,,,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,49.00,51.00
360902,6326536,1247.26,H232075,0.04,0.04,0.1,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,51.00,53.00
360902,6326536,1245.31,H232076,0.05,0.05,0.1,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,53.00,55.00
360902,6326536,1243.36,H232077,0.04,0.04,,,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,55.00,57.00
360902,6326537,1241.41,H232079,0.05,0.05,0.5,0.3,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,57.00,59.00
360902,6326537,1239.46,H232080,0.03,0.05,1,0.7,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,59.00,61.00
360902,6326538,1237.51,H232081,0.02,0.02,0.3,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,61.00,63.00
360901,6326538,1235.56,H232082,0.04,0.05,0.3,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,63.00,65.00
360901,6326538,1233.62,H232083,0.03,0.03,0.3,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,65.00,67.00
360901,6326539,1231.67,H232084,0.03,0.02,0.3,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,67.00,69.00
360901,6326539,1229.72,H232086,0.03,0.03,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,69.00,71.00
360901,6326540,1227.77,H232087,0.03,0.03,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,71.00,73.00
360901,6326540,1225.82,H232088,0.01,0.02,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,73.00,75.00
360900,6326541,1222.89,H232089,0.02,0.02,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,75.00,78.00
360900,6326541,1220.94,H232090,0.05,0.04,,,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,78.00,80.00
360900,6326542,1218.99,H232091,0.04,0.06,,,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,80.00,82.00
360900,6326542,1216.07,H232092,0.03,0.04,,,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,82.00,85.00
360900,6326543,1214.12,H232093,0.04,0.04,0.2,0.2,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,85.00,87.00
360900,6326543,1212.17,H232094,0.05,0.04,0.1,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,87.00,89.00
360899,6326544,1210.22,H232096,0.08,0.10,0.1,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,89.00,91.00
360899,6326544,1208.27,H232097,0.05,0.05,0.4,,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,91.00,93.00
360899,6326544,1206.69,H232098,0.01,0.05,0.7,,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,1.62,93.00,94.62
360899,6326545,1205.35,H232099,0.05,0.06,0.5,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,1.38,94.62,96.00
360899,6326545,1203.40,H232101,0.02,0.01,0.3,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,96.00,98.00
360899,6326545,1201.45,H232102,0.01,0.02,0.5,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,98.00,100.00
360899,6326546,1199.50,H232103,0.02,0.03,0.5,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,100.00,102.00
360898,6326546,1197.55,H232104,0.03,0.07,0.5,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,102.00,104.00
360898,6326547,1195.60,H232105,0.06,0.13,0.5,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,104.00,106.00
360898,6326547,1193.65,H232106,0.01,0.02,0.5,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,106.00,108.00
360898,6326548,1191.70,H232108,0.01,0.01,0.8,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,108.00,110.00
360898,6326548,1189.75,H232109,0.00,0.01,0.5,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,110.00,112.00
360898,6326548,1187.80,H232110,0.00,0.01,0.3,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,112.00,114.00
360898,6326549,1185.85,H232111,0.00,0.01,0.3,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,114.00,116.00
360897,6326549,1183.90,H232112,0.06,0.05,0.3,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,116.00,118.00
360897,6326550,1181.95,H232113,0.02,0.34,0.3,,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,118.00,120.00
360897,6326550,1180.00,H232115,0.03,0.06,0.1,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,120.00,122.00
360897,6326550,1178.05,H232116,0.11,0.85,3,3,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,122.00,124.00
360897,6326551,1176.10,H232117,0.01,0.03,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,124.00,126.00
360897,6326551,1174.15,H232118,0.05,0.08,1,1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,126.00,128.00
360896,6326552,1172.21,H232120,0.02,0.02,0.1,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,128.00,130.00
360896,6326552,1170.26,H232121,0.03,0.03,0.1,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,130.00,132.00
360896,6326553,1168.31,H232122,0.08,0.12,3,3,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,132.00,134.00
360896,6326553,1166.36,H232123,0.05,0.07,3,3,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,134.00,136.00
360896,6326553,1164.41,H232124,0.02,0.02,1,1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,2.00,136.00,138.00
360896,6326554,1161.48,H232126,0.02,0.03,1,1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,138.00,141.00
360895,6326555,1158.56,H232127,0.03,0.05,1,1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,141.00,144.00
360895,6326555,1155.63,H232128,0.03,0.04,1,1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,144.00,147.00
360895,6326556,1152.71,H232129,0.02,0.03,0.1,0.1,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,147.00,150.00
360895,6326557,1149.79,H232130,0.05,0.28,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,150.00,153.00
360895,6326557,1146.86,H232131,0.09,0.13,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,153.00,156.00
360894,6326558,1143.94,H232133,0.10,0.10,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,156.00,159.00
360894,6326558,1141.01,H232134,0.06,0.09,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,3.00,159.00,162.00
360894,6326559,1139.75,H232135,0.04,0.07,0.5,0.5,200,Plag-Phyric Andesite,TRK09-01,Interval,340.4,77.1,1.30,162.00,163.30
360894,6326559,1136.92,H232136,0.15,0.21,0.1,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.90,163.30,166.20
360894,6326560,1135.16,H232138,0.01,0.03,,,5000,Altered Rock,TRK09-01,Interval,340.4,77.1,1.80,166.20,168.00
360893,6326560,1132.24,H232139,0.03,0.06,0.1,,5000,Altered Rock,TRK09-01,Interval,340.4,77.1,3.00,168.00,171.00
360893,6326561,1129.32,H232140,0.00,0.10,0.5,0.5,5000,Altered Rock,TRK09-01,Interval,340.4,77.1,3.00,171.00,174.00
360893,6326561,1127.17,H232141,0.01,0.11,0.5,0.5,5000,Altered Rock,TRK09-01,Interval,340.4,77.1,2.20,174.00,176.20
360893,6326562,1124.44,H232142,0.01,1.39,,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.80,176.20,179.00
360893,6326563,1121.52,H232144,0.01,0.14,0.1,,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,3.00,179.00,182.00
360892,6326563,1118.59,H232145,0.01,0.09,0.1,0.1,5000,Altered Rock,TRK09-01,Interval,340.4,77.1,3.00,182.00,185.00
360892,6326564,1115.67,H232146,0.07,0.19,0.3,0.1,5000,Altered Rock,TRK09-01,Interval,340.4,77.1,3.00,185.00,188.00
360892,6326564,1113.72,H232147,0.03,0.05,0.3,0.1,5000,Altered Rock,TRK09-01,Interval,340.4,77.1,2.00,188.00,190.00
360892,6326565,1111.77,H232148,0.04,0.08,0.3,0.1,5000,Altered Rock,TRK09-01,Interval,340.4,77.1,2.00,190.00,192.00
360892,6326565,1109.82,H232149,0.12,0.62,0.5,0.5,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,2.00,192.00,194.00
360892,6326566,1107.95,H232150,0.29,0.31,0.5,0.5,11000,Fault Zone,TRK09-01,Interval,340.4,77.1,1.92,194.00,195.92
360891,6326566,1105.92,H232151,0.41,0.33,3,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.08,195.92,198.00
360891,6326566,1103.97,H232152,0.74,0.68,5,3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,198.00,200.00
360891,6326567,1102.02,H232153,0.55,0.50,7,5,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,200.00,202.00
360891,6326567,1100.07,H232154,0.54,0.57,7,5,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,202.00,204.00
360891,6326568,1098.12,H232155,0.55,0.67,10,7,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,204.00,206.00
360891,6326568,1096.17,H232156,0.20,0.27,7,5,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,206.00,208.00
360890,6326569,1094.22,H232158,0.11,0.24,3,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,208.00,210.00
360890,6326569,1092.27,H232159,0.14,0.11,5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,210.00,212.00
360890,6326569,1090.33,H232160,0.31,0.26,3,0.2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,212.00,214.00
360890,6326570,1088.38,H232162,0.24,0.14,3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,214.00,216.00
360890,6326570,1085.45,H232163,0.09,0.12,3,0.2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,216.00,219.00
360890,6326571,1082.53,H232164,0.18,0.09,0.5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,219.00,222.00
360889,6326572,1079.60,H232165,0.18,0.12,5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,222.00,225.00
360889,6326572,1076.68,H232166,0.08,0.04,2,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,225.00,228.00
360889,6326573,1073.75,H232168,0.05,0.05,3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,228.00,231.00
360889,6326574,1070.83,H232169,0.12,0.07,2,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,231.00,234.00
360889,6326574,1068.88,H232170,0.17,0.14,3,0.2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,234.00,236.00
360888,6326574,1066.93,H232171,0.19,0.09,1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,236.00,238.00
360888,6326575,1064.98,H232172,0.16,0.11,0.5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,238.00,240.00
360888,6326575,1063.03,H232173,0.24,0.17,1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,240.00,242.00
360888,6326576,1061.08,H232174,0.27,0.26,1,0.2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,242.00,244.00
360888,6326576,1059.13,H232175,0.07,0.05,2,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,244.00,246.00
360888,6326577,1057.18,H232176,0.06,0.09,1.5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,246.00,248.00
360888,6326577,1055.23,H232178,0.07,0.25,2.5,0.2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,248.00,250.00
360887,6326577,1053.28,H232179,0.03,0.03,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,250.00,252.00
360887,6326578,1051.33,H232180,0.26,0.12,3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,252.00,254.00
360887,6326578,1049.39,H232181,0.15,0.08,0.8,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,254.00,256.00
360887,6326579,1047.44,H232183,0.17,0.08,0.5,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,256.00,258.00
360887,6326579,1044.51,H232184,0.04,0.02,0.5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,258.00,261.00
360887,6326580,1042.56,H232186,0.05,0.03,0.8,0.2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,261.00,263.00
360886,6326580,1040.61,H232187,0.03,0.02,0.5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,263.00,265.00
360886,6326581,1038.66,H232188,0.08,0.04,1,0.4,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,265.00,267.00
360886,6326581,1035.74,H232189,0.03,0.04,0.5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,267.00,270.00
360886,6326582,1032.81,H232190,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,270.00,273.00
360886,6326582,1029.89,H232191,0.03,0.01,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,273.00,276.00
360885,6326583,1026.97,H232192,0.02,0.02,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,276.00,279.00
360885,6326584,1024.04,H232193,0.02,0.05,0.4,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,279.00,282.00
360885,6326584,1021.12,H232194,0.02,0.02,0.5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,282.00,285.00
360885,6326585,1018.19,H232196,0.02,0.01,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,285.00,288.00
360885,6326585,1016.24,H232197,0.07,0.07,1,0.4,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,288.00,290.00
360884,6326586,1014.29,H232198,0.05,0.04,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,290.00,292.00
360884,6326586,1012.34,H232199,0.02,0.05,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,292.00,294.00
360884,6326587,1010.39,H232201,0.06,0.03,0.3,0.2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,294.00,296.00
360884,6326587,1007.47,H232202,0.02,0.02,2,0.2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,296.00,299.00
360884,6326588,1004.55,H232203,0.02,0.03,1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,299.00,302.00
360883,6326589,1001.62,H232204,0.02,0.02,0.5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,302.00,305.00
360883,6326589,998.70,H232205,0.01,0.01,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,305.00,308.00
360883,6326590,995.77,H232207,0.00,0.02,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,308.00,311.00
360883,6326590,992.85,H232208,0.00,0.01,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,311.00,314.00
360882,6326591,989.92,H232209,0.01,0.04,1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,3.00,314.00,317.00
360882,6326591,987.98,H232210,0.00,0.01,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,Interval,340.4,77.1,2.00,317.00,319.00
360882,6326592,986.03,H232211,0.00,0.02,0.2,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-01,EOH,340.4,77.1,2.00,319.00,321.00
361232,6326792,1536.00,COLLAR,,,,,0,Casing/Overburden,TRK09-02,Collar,166.6,79.6,6.00,0.00,6.00
361232,6326791,1533.05,H232212,0.26,0.53,0.3,,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,3.00,6.00,9.00
361232,6326791,1530.59,H232213,0.06,0.06,0.1,,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,2.50,9.00,11.50
361232,6326791,1528.13,H232215,0.04,0.04,,,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,2.50,11.50,14.00
361232,6326790,1525.18,H232216,0.05,0.10,0.1,0.1,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,3.00,14.00,17.00
361233,6326790,1522.72,H232217,0.06,0.12,0.1,0.1,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,2.50,17.00,19.50
361233,6326789,1520.26,H232218,0.13,0.20,0.3,0.2,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,2.50,19.50,22.00
361233,6326789,1518.30,H232219,0.31,0.53,0.3,0.3,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,2.00,22.00,24.00
361233,6326788,1515.34,H232220,0.28,0.37,0.2,0.3,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,3.00,24.00,27.00
361233,6326788,1512.39,H232222,0.09,0.18,0.1,,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,3.00,27.00,30.00
361233,6326787,1509.94,H232223,0.13,0.25,0.2,,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,2.50,30.00,32.50
361233,6326787,1507.48,H232224,0.24,0.18,0.1,0.3,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,2.50,32.50,35.00
361233,6326786,1505.02,H232225,0.08,0.11,,0.1,190,Andesitic Basalt,TRK09-02,Interval,166.6,79.6,2.50,35.00,37.50
361233,6326786,1501.57,H232226,0.03,0.09,0.2,,850,"Coherent, Diorite",TRK09-02,Interval,166.6,79.6,3.50,37.50,41.00
361234,6326786,1499.61,H232227,0.10,0.13,0.2,0.2,850,"Coherent, Diorite",TRK09-02,Interval,166.6,79.6,2.00,41.00,43.00
361234,6326785,1497.64,H232229,0.03,0.04,,0.2,850,"Coherent, Diorite",TRK09-02,Interval,166.6,79.6,2.00,43.00,45.00
361234,6326785,1495.67,H232230,0.02,0.02,,,850,"Coherent, Diorite",TRK09-02,Interval,166.6,79.6,2.00,45.00,47.00
361234,6326784,1493.71,H232231,0.01,0.03,,,850,"Coherent, Diorite",TRK09-02,Interval,166.6,79.6,2.00,47.00,49.00
361234,6326784,1491.74,H232232,0.01,0.03,,,850,"Coherent, Diorite",TRK09-02,Interval,166.6,79.6,2.00,49.00,51.00
361234,6326784,1489.77,H232233,0.01,0.03,,,850,"Coherent, Diorite",TRK09-02,Interval,166.6,79.6,2.00,51.00,53.00
361234,6326783,1488.16,H232234,0.01,0.02,,,850,"Coherent, Diorite",TRK09-02,Interval,166.6,79.6,1.64,53.00,54.64
361234,6326783,1485.84,H232236,0.02,0.04,0.1,0.1,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,2.36,54.64,57.00
361234,6326783,1484.36,H232237,0.01,0.03,,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,57.00,58.50
361234,6326783,1482.89,H232238,0.03,0.07,,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,58.50,60.00
361234,6326782,1480.92,H232239,0.03,0.04,0.1,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,2.00,60.00,62.00
361234,6326782,1479.44,H232241,0.04,0.06,0.1,0.1,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,62.00,63.50
361234,6326782,1477.97,H232242,0.08,0.26,,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,63.50,65.00
361235,6326781,1476.49,H232243,0.61,1.76,0.1,0.3,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,65.00,66.50
361235,6326781,1475.02,H232244,0.31,1.66,,0.1,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,66.50,68.00
361235,6326781,1473.54,H232245,0.10,0.14,,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,68.00,69.50
361235,6326781,1472.07,H232246,0.03,0.05,0.2,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,69.50,71.00
361235,6326780,1470.59,H232247,0.03,0.04,0.2,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,71.00,72.50
361235,6326780,1469.12,H232249,0.14,0.33,0.1,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,72.50,74.00
361235,6326780,1467.64,H232250,0.06,0.16,0.1,0.1,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,74.00,75.50
361235,6326780,1466.17,H232251,0.02,0.02,0.1,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,75.50,77.00
361235,6326779,1464.69,H232252,0.02,0.04,,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,77.00,78.50
361235,6326779,1463.22,H232253,0.04,0.06,0.2,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,78.50,80.00
361235,6326779,1461.74,H232254,0.04,0.09,,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,80.00,81.50
361235,6326778,1460.26,H232255,0.09,0.23,0.1,0.2,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,81.50,83.00
361235,6326778,1458.79,H232257,0.05,0.14,0.1,0.1,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,83.00,84.50
361235,6326778,1457.31,H232258,0.03,0.05,0.1,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,84.50,86.00
361235,6326778,1455.84,H232259,0.02,0.03,0.1,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,86.00,87.50
361235,6326777,1454.36,H232260,0.03,0.04,0.2,0.2,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,87.50,89.00
361236,6326777,1452.89,H232262,0.04,0.07,0.1,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,89.00,90.50
361236,6326777,1451.90,H232263,0.03,0.08,,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.00,90.50,91.50
361236,6326777,1450.43,H232264,0.05,0.14,0.1,0.1,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,91.50,93.00
361236,6326776,1448.95,H232265,0.08,0.16,0.3,0.3,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,93.00,94.50
361236,6326776,1447.48,H232267,0.03,0.08,,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,94.50,96.00
361236,6326776,1446.00,H232268,0.18,0.55,,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,96.00,97.50
361236,6326776,1444.53,H232269,0.40,0.68,0.2,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,97.50,99.00
361236,6326775,1443.05,H232270,0.32,0.33,0.1,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,99.00,100.50
361236,6326775,1441.58,H232271,0.15,0.18,0.5,0.8,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,100.50,102.00
361236,6326775,1440.10,H232272,0.16,0.16,1,0.4,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,102.00,103.50
361236,6326775,1438.63,H232273,0.21,0.14,1,1.5,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,103.50,105.00
361236,6326774,1437.15,H232275,0.05,0.04,0.5,0.5,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,105.00,106.50
361236,6326774,1435.68,H232276,0.07,0.16,0.2,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,106.50,108.00
361236,6326774,1434.20,H232277,0.02,0.03,0.2,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,108.00,109.50
361236,6326774,1432.72,H232278,0.17,0.24,0.5,0.5,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,109.50,111.00
361236,6326773,1431.25,H232279,0.07,0.07,0.1,,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,111.00,112.50
361237,6326773,1429.77,H232281,0.02,0.03,0.2,0.3,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,112.50,114.00
361237,6326773,1428.30,H232282,0.09,0.09,0.2,0.2,5000,Altered Rock,TRK09-02,Interval,166.6,79.6,1.50,114.00,115.50
