X,Y,sampleid,sample_typ,length_m,longitude,latitude,date,geologist,project,company,py,cp,sph,cc,gal,min_other,hem,mag_sus,conductivi,mal,bloom,carb,fe_carb,clay,chl,epi,sericite,quartz,albite,actinolite,biotite,ksp,alt_other,alt_assemb,ag_ppm,al_pc,as_ppm,au_ppm,b_ppm,ba_ppm,be_ppm,bi_ppm,ca_pc,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_pc,cu_ppm,dy_ppm,er_ppm,eu_ppm,fe_pc,ga_ppm,gd_ppm,ge_ppm,hf_ppm,hg_ppm,ho_ppm,in_ppm,k_pc,la_ppm,li_ppm,lu_ppm,mg_pc,mn_ppm,mo_ppm,na_pc,nb_ppm,nd_ppm,ni_ppm,p_ppm,pb_pc,pb_ppm,pd_ppm,pr_ppm,pt_ppm,rb_ppm,re_ppm,s_pc,sb_ppm,sc_ppm,se_ppm,sm_ppm,sn_ppm,sr_ppm,ta_ppm,tb_ppm,te_ppm,th_ppm,ti_pc,tl_ppm,tm_ppm,u_ppm,v_ppm,w_ppm,y_ppm,yb_ppm,zn_pc,zn_ppm,zr_ppm,source,remarks,lithology
-12734582.3924309,5651585.52869317,Y460962,Soil,,-114.3967,45.19065,2018-09-26T16:40:03Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.018,1.88,1.34,0,-10,267,0.55,0.087,0.11,0.03,21.5,9.31,26.8,9.37,,40.6,,,,4.23,6.33,,0.136,0.042,0.006,,0.036,1.03,8.6,20,,0.32,314,0.45,0.01,2.44,,16.2,,,3.42,-0.001,,0.002,151.5,-0.001,0.01,0.094,2.48,0.1,,5.94,23.8,-0.005,,0.01,6.45,0.21,0.714,,0.772,31.5,0.121,7.14,,,21.5,1.7,VA18269167,"site 120, 18 in, Light Brown, Silty",
-12734306.3200937,5651598.16518213,Y460963,Soil,,-114.39422,45.19073,2018-09-26T17:19:10Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.024,1.93,2.75,0,-10,198,0.54,0.183,0.09,0.037,16.85,13.7,23.7,7.57,,32.3,,,,3.05,8.06,,0.094,0.034,0.013,,0.035,0.7,9.12,23.1,,0.35,229,0.48,0.01,2.75,,16.4,,,5.03,0.001,,-0.002,109.5,-0.001,0.01,0.082,2.6,-0.1,,2.89,14.6,-0.005,,0.01,3.88,0.15,0.547,,0.623,27.3,0.167,3.99,,,26.6,1.44,VA18269167,"Site 121, 14 in, Light Brown, Silty",
-12734066.9831885,5651582.3695737,Y460964,Soil,,-114.39207,45.19063,2018-09-26T17:51:04Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.005,2.27,24.2,0,-10,168,0.53,0.386,0.08,0.004,21.4,33.3,22.3,9.77,,53.8,,,,3.16,9.53,,0.092,0.062,0.008,,0.039,0.73,10.8,30.5,,0.35,108.5,0.77,0.01,3.15,,18.4,,,5.51,-0.001,,-0.002,144.5,-0.001,0.01,0.128,2.54,0.1,,2.29,11.05,-0.005,,0.05,6.14,0.17,0.728,,0.912,32.6,0.174,4.05,,,20,2.62,VA18269167,"site 122, 18 in, Light Brown, Silty",
-12733809.8351648,5651566.57399303,Y460965,Soil,,-114.38976,45.19053,2018-09-26T18:46:33Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.008,2.15,6.16,0,-10,209,0.45,0.198,0.06,0.004,28.1,18.15,29.2,8.73,,26.2,,,,3.14,7.13,,0.097,0.035,0.008,,0.029,0.72,12.85,21.2,,0.42,114,0.46,0.01,2.31,,21.2,,,4.76,0.002,,-0.002,134,-0.001,0.01,0.083,2.41,0.1,,2.22,11.4,-0.005,,0.02,6.42,0.18,0.701,,1.045,30.8,0.171,5.18,,,23.4,1.87,VA18269167,"site 123, 20 in, Light Brown, Silty",
-12733546.0079716,5651555.51710307,Y460966,Soil,,-114.38739,45.19046,2018-09-26T19:34:32Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.02,2.09,4.22,0,-10,211,1.11,0.291,0.22,0.054,25.6,10.3,18.15,6.13,,18.5,,,,2.42,6.88,,0.076,0.106,0.009,,0.027,0.57,9.42,25.9,,0.29,437,0.69,0.02,3.56,,12.95,,,8.27,-0.001,,0.002,78.5,-0.001,0.01,0.086,2.52,0.2,,2.58,23,-0.005,,0.01,5.3,0.12,0.375,,1.18,20,0.192,6.4,,,55.4,4.66,VA18269167,"site 124, 20 in, Light Brown, Silty",
-12733274.3884141,5651552.35799416,Y460967,Soil,,-114.38495,45.19044,2018-09-26T20:15:48Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.04,2.09,1.9,0,-10,252,0.45,0.136,0.25,0.06,34.7,11.3,31.4,9.39,,57.5,,,,3.89,8.38,,0.161,0.084,0.013,,0.037,1.03,12.55,20.8,,0.42,302,0.5,0.01,3.5,,20.7,,,4.82,-0.001,,0.002,151,-0.001,0.01,0.105,3.17,0.1,,5.52,34.2,-0.005,,0.03,6.38,0.19,0.654,,1.06,35.2,0.112,6.08,,,29.1,3.46,VA18269167,"site 125, 17in, Light grey, Silty",
-12733035.0515089,5651525.50561316,Y460968,Soil,,-114.3828,45.19027,2018-09-26T20:46:37Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.021,1.75,3.78,0,-10,194.5,0.82,0.188,0.23,0.101,43.2,11.8,23.6,7.55,,27.9,,,,2.79,7.09,,0.156,0.067,0.014,,0.025,0.78,18.1,23.2,,0.38,463,0.44,0.01,4.54,,16.6,,,8.18,0.001,,-0.002,149.5,-0.001,0.01,0.156,4,0.2,,3.67,28.8,-0.005,,0.01,12.8,0.17,0.714,,1.225,35.9,0.248,11.3,,,34.9,3.2,VA18269167,"site 126, 14 in, Light Grey, silty",
-12732773.4507055,5651531.82381324,Y460969,Soil,,-114.38045,45.19031,2018-09-26T21:17:03Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.017,1.64,1.89,0,-10,184.5,0.53,0.106,0.19,0.062,40.3,11.5,18.05,4.89,,18.2,,,,2.73,4.86,,0.131,0.099,0.011,,0.026,0.62,19.1,15.7,,0.28,498,0.38,0.01,2.22,,13.6,,,4.6,0.001,,-0.002,82.5,-0.001,0.01,0.199,2.88,0.1,,3.76,28.9,-0.005,,0.02,5.63,0.11,0.405,,1.455,22.6,0.153,11.35,,,23.1,4.78,VA18269167,"site 127, 18 in, Light Brown, Silty",
-12732520.7554614,5651512.86922633,Y460970,Soil,,-114.37818,45.19019,2018-09-26T21:54:31Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.034,1.59,5.3,0,10,328,0.58,0.21,0.99,0.24,27,10.1,30.6,5.9,,43.1,,,,2.41,5.62,,0.118,0.068,0.023,,0.026,0.73,10.8,14.2,,0.41,822,0.31,0.01,2.91,,16.8,,,7.45,-0.001,,-0.002,96.7,-0.001,0.02,0.217,3.24,0.2,,3.29,113,-0.005,,0.04,4.56,0.13,0.366,,0.769,27.4,0.169,7.68,,,61.2,3.06,VA18269167,"site 128, 12in, Light Grey, Silty",
-12734422.0923641,5648322.7497884,Y460987,Soil,,-114.39526,45.16999,2018-09-28T20:15:08Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.054,1.59,1.37,0,-10,220,0.74,0.092,0.3,0.078,13.25,7.8,15.75,5.1,,7.49,,,,1.7,4.07,,0.078,0.033,0.014,,0.015,0.58,5.15,15.7,,0.39,530,0.56,0.03,1.58,,12.4,,,4.2,-0.001,,-0.002,71.6,-0.001,0.01,0.098,1.555,0.1,,0.67,27.3,-0.005,,0.01,2.4,0.12,0.313,,0.305,16.9,0.19,2.99,,,31.4,1.25,VA18269167,"Site 309, Light Grey, Silty",
-12734170.5103149,5648300.64399824,Y460988,Soil,,-114.393,45.16985,2018-09-28T20:41:36Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.046,1.81,1.5,0,-10,128,1.23,0.196,0.19,0.033,15.3,5.21,13.95,10.9,,7.88,,,,1.53,5.32,,0.069,0.096,0.007,,0.017,0.5,6.9,19.3,,0.39,259,0.31,0.01,2.42,,11.05,,,8.44,-0.001,,-0.002,86.9,-0.001,-0.01,0.098,1.82,0.1,,1.4,37.5,-0.005,,0.01,4.06,0.1,0.402,,0.806,16.4,0.156,5.54,,,43.2,3.38,VA18269167,"Site 310, 18in, Light Grey, Silty",
-12733898.8907574,5648322.7497884,Y460989,Soil,,-114.39056,45.16999,2018-09-28T21:02:21Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.034,2.9,2.48,0,10,382,0.76,0.182,0.44,0.103,33.7,15.35,49.4,12.35,,28.3,,,,3.38,8.7,,0.149,0.171,0.014,,0.034,1.24,18.1,40.5,,1.38,1255,0.34,0.02,1.585,,47.3,,,4.95,-0.001,,-0.002,130.5,-0.001,0.01,0.364,5.53,0.2,,0.94,31.7,-0.005,,0.02,4.59,0.22,0.769,,0.682,48,0.161,13.5,,,59.9,8.12,VA18269167,"site 311, 15in, Light Grey, Silty",
-12733633.9503693,5648295.90705027,Y460990,Soil,,-114.38818,45.16982,2018-09-28T21:34:09Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.088,3.36,2.91,0,10,431,1.02,0.285,0.3,0.28,36.9,7.36,15.3,4.61,,16.2,,,,2.13,9.07,,0.116,0.245,0.021,,0.035,0.51,15.25,37,,0.42,1065,0.34,0.02,1.62,,16.45,,,11.15,0.001,,-0.002,64.3,-0.001,0.01,0.18,3.45,0.1,,1.27,44.9,-0.005,,0.02,4.87,0.14,0.355,,0.829,23.1,0.178,6.95,,,111.5,11.15,VA18269167,"site 312, 18in, Dark brown, silty",
-12733386.8210998,5648308.53891706,Y460991,Soil,,-114.38596,45.1699,2018-09-28T21:52:28Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.104,2.96,1.71,0,10,235,1.84,0.291,0.29,4.01,60.1,6.11,16.5,3.75,,11.3,,,,1.96,8.22,,0.11,0.62,0.012,,0.039,0.45,16.85,28.3,,0.38,508,0.61,0.02,2.2,,12.2,,,291,-0.001,,0.003,67.7,-0.001,0.01,0.12,3.73,0.2,,1.55,34.1,-0.005,,0.02,15.4,0.13,0.296,,2.57,21,0.239,13.75,,,561,24.8,VA18269167,"site 313, 18in, brown, silty",
-12729687.6744207,5650778.40975874,Y460995,Soil,,-114.35273,45.18554,2018-09-25T18:21:31Z,Matt Wood,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.028,1.77,3.68,0,10,269,1.37,0.212,0.53,0.146,43.8,9.83,17.4,10,,51.5,,,,2.59,7.61,,0.2,0.092,0.013,,0.028,0.79,22,39.5,,0.37,574,0.32,0.01,3.87,,11.8,,,13.9,-0.001,,-0.002,206,-0.001,0.01,0.191,3.21,0.1,,2.99,55.5,-0.005,,0.04,21.7,0.16,0.749,,2.41,24.1,0.58,16.85,,,57,4.01,VA18269167,"site 47, 18in, Tan, Silty",
-12729652.3861421,5651435.78765127,Y461006,Soil,,-114.352413,45.189702,2018-09-25T16:52:29Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.033,2.16,3.54,0,10,419,0.82,0.355,0.39,0.3,49.8,7.08,16.3,8.23,,12.55,,,,2.26,7.72,,0.172,0.081,0.023,,0.033,0.61,23.3,40.4,,0.29,948,0.4,0.02,3.69,,11.85,,,14.95,-0.001,,-0.002,129,-0.001,0.01,0.18,3.56,0.1,,2.01,40.8,-0.005,,0.04,17.9,0.14,0.538,,2.64,23.3,0.217,12.7,,,89.6,3.42,VA18255457,Post #139 Brown SIlt,
-12729924.0056997,5651438.94671923,Y461007,Soil,,-114.354853,45.189722,2018-09-25T17:27:25Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.035,1.79,3.01,0,10,364,1.05,0.194,0.36,0.17,36.3,7.07,16.9,5.15,,12.45,,,,1.71,6.46,,0.103,0.124,0.013,,0.022,0.49,15.4,26.6,,0.29,714,0.33,0.02,2.63,,15.1,,,10.75,-0.001,,-0.002,85.7,-0.001,-0.01,0.126,3.47,0.1,,1.21,38.8,-0.005,,0.02,14.5,0.11,0.369,,1.875,21.5,0.325,13.65,,,49.7,5.15,VA18255457,Post #138 Light Brown Silt,
-12730176.4783048,5651446.52848685,Y461008,Soil,,-114.357121,45.18977,2018-09-25T17:59:03Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.018,2.88,3.63,0.001,10,344,1.52,0.254,0.3,0.111,54.9,9.6,23.3,8.89,,26.6,,,,2.37,9.61,,0.142,0.675,0.014,,0.034,0.63,23.8,35.5,,0.35,616,0.49,0.02,2.65,,18.85,,,15.55,-0.001,,-0.002,129,-0.001,-0.01,0.158,4.74,0.1,,2.37,33.5,-0.005,,0.02,15.55,0.17,0.57,,2.04,25.8,0.325,20.8,,,62.4,32.8,VA18255457,Post #137 Light Brown SIlt,
-12730434.182926,5651463.42953353,Y461009,Soil,,-114.359436,45.189877,2018-09-25T18:32:45Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.025,2.56,4.12,0,10,373,1.32,0.259,0.55,0.228,53.3,11.55,22.3,8.17,,22.6,,,,2.51,9.02,,0.144,0.081,0.019,,0.029,0.79,20.5,41.8,,0.4,1300,0.49,0.02,4.64,,19.65,,,14.2,-0.001,,-0.002,138,-0.001,0.01,0.157,4.48,0.1,,2.72,54.7,-0.005,,0.03,12.35,0.16,0.506,,1.615,28,0.386,15.85,,,61,4.15,VA18255457,Post #136 Light Brown Silt,
-12730698.6780361,5651475.11812646,Y461010,Soil,,-114.361812,45.189951,2018-09-25T19:17:29Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.018,1.76,2.69,0,10,402,1.23,0.329,0.5,0.337,57.5,10.05,25.3,8.85,,21.2,,,,2.54,7.42,,0.207,0.094,0.023,,0.026,0.9,24.5,30.2,,0.43,1205,0.55,0.01,5.28,,17.15,,,14.1,0.001,,-0.002,155,-0.001,-0.01,0.167,4.73,0.1,,2.88,48.2,-0.005,,0.03,17.85,0.18,0.591,,1.31,28.8,0.336,16.8,,,61.3,4.23,VA18255457,Post #135 Light Brown SIlt,
-12730952.7091141,5651472.43290782,Y461011,Soil,,-114.364094,45.189934,2018-09-25T19:40:27Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.012,1.64,2.56,0,-10,114,0.93,0.152,0.22,0.099,80.1,7.82,16.3,6.92,,11.25,,,,2.47,7.47,,0.227,0.098,0.007,,0.02,0.91,31.9,28.6,,0.37,438,0.14,0.01,3.94,,9.31,,,10.45,-0.001,,-0.002,174.5,-0.001,-0.01,0.115,6.51,0.1,,2.26,15.7,-0.005,,0.02,27.6,0.18,0.68,,2.18,33.9,0.188,22.5,,,32.6,4.37,VA18255457,Post #134 Tan Silt,
-12731204.9590802,5651481.12038278,Y461012,Soil,,-114.36636,45.189989,2018-09-25T20:08:07Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.019,1.94,2.84,0,-10,193,0.88,0.143,0.23,0.094,59.1,9.28,20.4,7.03,,14,,,,2.53,8.1,,0.18,0.076,0.011,,0.029,0.82,25.5,30.6,,0.41,651,0.28,0.01,4.64,,13.7,,,8.38,-0.001,,-0.002,151.5,-0.001,-0.01,0.109,6.34,0.1,,2.16,18.45,-0.005,,0.01,16.75,0.18,0.53,,1.635,37,0.198,18.65,,,44,3.62,VA18255457,Post #133 Light Brown Silt,
-12731477.4691937,5651488.54423168,Y461013,Soil,,-114.368808,45.190036,2018-09-25T20:36:16Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.025,2.19,2.7,0,-10,224,1.2,0.186,0.39,0.139,59.5,11.95,43.8,8.04,,24.6,,,,2.97,9.14,,0.179,0.083,0.012,,0.029,1,25.4,32.1,,0.64,770,0.22,0.01,4.39,,21.5,,,9.73,-0.001,,-0.002,172,-0.001,-0.01,0.13,6.53,0.2,,3.21,36.4,-0.005,,0.02,21.8,0.21,0.668,,2.53,41.5,0.194,19.45,,,45.1,3.54,VA18255457,Post #32 Light Brown Silt,
-12731731.2776327,5651495.81013228,Y461014,Soil,,-114.371088,45.190082,2018-09-25T21:01:14Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.078,2.45,4.15,0.003,-10,195.5,0.43,0.216,0.24,0.055,38.1,19.2,27.4,7.6,,315,,,,5.48,7.68,,0.177,0.039,0.026,,0.066,0.9,15.8,24.7,,0.36,571,1.08,0.01,3.22,,12.55,,,5.01,-0.001,,-0.002,98.7,-0.001,0.03,0.184,4.65,0.2,,4.68,27.1,-0.005,,0.07,4.49,0.16,0.629,,1.72,34.9,0.429,15.1,,,32.2,2.04,VA18255457,Post #31 Brown Silt,
-12731978.7408607,5651506.23513035,Y461015,Soil,,-114.373311,45.190148,2018-09-25T21:44:20Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.031,1.88,2.6,0.024,-10,90.5,0.24,0.653,0.08,0.021,38.4,14.25,17.3,7.71,,482,,,,4.66,5.51,,0.177,0.032,0.016,,0.046,0.51,16,13.7,,0.24,151.5,0.56,0.01,1.795,,11.55,,,3.12,-0.001,,-0.002,77.5,-0.001,0.01,0.2,4.01,0.2,,4.05,10.9,-0.005,,0.07,10.4,0.11,0.703,,1.875,24.5,0.214,14.9,,,20.3,1.55,VA18255457,Post #30 Tan Silt,
-12733819.5199605,5650916.92580304,Y461016,Soil,,-114.389847,45.186417,2018-09-26T16:16:46Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.035,1.79,1.68,0,-10,162.5,0.69,0.118,0.11,0.019,18.45,6.6,21.1,6.34,,11.35,,,,1.73,5.84,,0.05,0.025,0.006,,0.018,0.45,8.98,19.5,,0.43,169.5,0.42,0.01,1.425,,16,,,5.74,-0.001,,-0.002,62.4,-0.001,-0.01,0.079,1.94,-0.1,,1.21,13.6,-0.005,,0.01,3.52,0.1,0.342,,0.568,19.4,0.148,3.68,,,35.7,0.85,VA18255457,Post #169 Fine Light Brown Silt,
-12733568.1605503,5650906.02765607,Y461017,Soil,,-114.387589,45.186348,2018-09-26T16:54:56Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.047,2.37,12.55,0,-10,178.5,0.85,0.178,0.23,0.029,23.2,8.84,24.4,7.13,,13.3,,,,2.29,7.39,,0.068,0.076,0.017,,0.023,0.5,12.2,27.5,,0.39,304,0.87,0.01,2.7,,23.3,,,6.35,-0.001,,-0.002,81,-0.001,-0.01,0.127,2.46,0.1,,1.28,20.1,-0.005,,0.02,4.64,0.13,0.438,,0.785,25.6,0.17,4.66,,,55.8,3.26,VA18255457,Post #170 LIght Brown Silt,
-12733306.4484274,5650894.339803,Y461018,Soil,,-114.385238,45.186274,2018-09-26T17:27:28Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.007,1.13,14,0,-10,61.1,0.54,0.129,0.06,0.01,28.3,6.36,14.95,6.03,,9.22,,,,2.78,3.94,,0.072,0.011,0.006,,0.013,0.54,13.25,11.5,,0.26,89.1,1.26,0,1.845,,13.05,,,3.39,-0.001,,-0.002,93.2,-0.001,-0.01,0.176,1.675,0.1,,1.38,8.6,-0.005,,0.03,5.76,0.09,0.409,,1.35,15.4,0.136,3,,,10.2,0.58,VA18255457,Post #171 LIght Brown Silt with rock,
-12733046.9626944,5650891.18092639,Y461019,Soil,,-114.382907,45.186254,2018-09-26T17:57:29Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.055,1.96,5.76,0,-10,182,0.91,0.18,0.13,0.021,24.1,11.4,18.8,5.4,,13.45,,,,2.26,6.39,,0.056,0.096,0.007,,0.02,0.49,10.8,22.7,,0.27,231,0.75,0.01,2.64,,12.3,,,6.89,-0.001,,-0.002,78.7,-0.001,-0.01,0.09,1.91,0.1,,2.31,14.8,-0.005,,0.01,5.07,0.1,0.34,,0.968,20.6,0.182,5.6,,,30.2,3.04,VA18255457,POst #172 Light Brown Silt,
-12732791.3731435,5650886.91644474,Y461020,Soil,,-114.380611,45.186227,2018-09-26T18:20:42Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.017,2.43,9.97,0,-10,295,0.48,0.313,0.15,0.043,45.7,20.7,33.8,9.75,,58.8,,,,3.79,15.35,,0.144,0.071,0.009,,0.043,1.01,18.65,23.7,,0.46,298,2.32,0.01,2.36,,31.8,,,5.6,0.001,,-0.002,142.5,-0.001,-0.01,0.106,3.64,0.1,,2.11,19.55,-0.005,,0.06,8.25,0.17,0.704,,1.88,31.4,0.239,5.66,,,27.4,3,VA18255457,Post #173 Light Brown Silt,
-12732523.9837266,5650873.01740747,Y461021,Soil,,-114.378209,45.186139,2018-09-26T18:59:31Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.007,1.74,3.09,0,-10,160.5,0.39,0.11,0.17,0.018,16.65,12.5,20.8,6.31,,29.5,,,,2.61,5.85,,0.074,0.037,0.009,,0.033,0.63,7.56,18.6,,0.31,164,0.33,0.01,2.82,,12.9,,,3.34,-0.001,,-0.002,92.3,-0.001,-0.01,0.064,2.1,-0.1,,2.39,20.5,-0.005,,0.02,3.53,0.14,0.488,,0.756,25.2,0.159,2.33,,,19.2,1.62,VA18255457,Post #174 Light Brown Silt,
-12732280.3053613,5650854.2221526,Y461022,Soil,,-114.37602,45.18602,2018-09-26,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.041,2.25,3.29,0,-10,265,0.58,0.184,0.2,0.061,24.7,18.95,28,6.34,,56.3,,,,3.08,7.35,,0.092,0.1,0.011,,0.038,0.72,10.15,19.9,,0.4,569,0.49,0.01,2.64,,17.1,,,6.18,-0.001,,-0.002,93.6,-0.001,-0.01,0.105,2.87,0.1,,2.44,27.4,-0.005,,0.02,4.78,0.15,0.505,,0.793,30.6,0.206,3.96,,,38.3,4.04,VA18255457,Post #175 Light Brown Silt,
-12732012.0253885,5650855.80158428,Y461023,Soil,,-114.37361,45.18603,2018-09-26,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.019,2.13,6.4,0.001,-10,245,1.41,0.698,0.37,0.1,33.6,13.95,19.65,9.52,,22.6,,,,3.24,8.42,,0.104,0.078,0.02,,0.04,0.85,14.55,32.1,,0.43,557,0.95,0.01,4.48,,12.95,,,9.68,-0.001,,-0.002,133.5,-0.001,0.01,0.138,4.14,0.1,,2.9,30.3,-0.005,,0.04,6.05,0.15,0.55,,1.53,44.2,0.215,14,,,39.8,2.23,VA18255457,Post #176 Light Brown Silt,
-12731754.0981283,5650853.43243687,Y461024,Soil,,-114.371293,45.186015,2018-09-26T20:17:44Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.088,3.04,587,0.02,10,183.5,0.96,2.52,0.52,0.09,76.5,515,132,17.95,,1020,,,,6.78,13.65,,0.224,0.114,0.011,,0.147,1.66,35.3,32,,1.48,449,0.65,0.01,3.43,,95.3,,,4.03,-0.001,,-0.002,174,-0.001,0.01,0.29,10.95,0.3,,2.14,38.7,-0.005,,0.47,10,0.21,0.874,,1.86,80.9,0.475,16.35,,,42.9,4.63,VA18255457,Post #177 Brown Silt,
-12731491.829408,5650837.48019396,Y461025,Soil,,-114.368937,45.185914,2018-09-26T20:49:38Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.027,1.77,17.05,0,-10,237,0.63,0.202,0.23,0.049,19.65,32.4,21.8,7.28,,52.3,,,,2.87,6.85,,0.114,0.075,0.008,,0.035,0.77,9.33,20,,0.35,354,0.41,0.01,3.17,,13.5,,,5.59,-0.001,,-0.002,102,-0.001,-0.01,0.118,2.79,0.1,,2.15,27.4,-0.005,,0.03,4.52,0.15,0.449,,0.734,24.1,0.179,4.54,,,28.2,2.75,VA18255457,Post #178 Light Brown Silt,
-12734447.695847,5647688.01943251,Y461039,Soil,,-114.39549,45.16597,2018-09-28T17:00:43Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.114,2.39,2.27,0,10,426,0.85,0.182,0.76,0.188,22.4,5.77,15.45,3.68,,14.4,,,,1.5,7.51,,0.063,0.135,0.023,,0.024,0.32,9.67,24.2,,0.29,672,0.31,0.02,1.89,,18.35,,,7.91,-0.001,,-0.002,38.2,-0.001,0.01,0.112,2.81,0.1,,1.08,84.6,-0.005,,0.02,2.96,0.1,0.181,,0.669,20.7,0.137,5.05,,,86.5,6.17,VA18255457,Post #327 Brown Silt,
-12734188.3214335,5647673.80956406,Y461040,Soil,,-114.39316,45.16588,2018-09-28T17:21:59Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.039,1.49,0.95,0,-10,138,0.9,0.126,0.09,0.015,19.15,5.47,19.6,6.53,,9.01,,,,1.41,5.67,,0.064,0.042,0.005,,0.014,0.53,9.97,16,,0.52,201,0.24,0.01,1.345,,15.1,,,3.53,-0.001,,-0.002,74.8,-0.001,-0.01,0.067,2.98,0.1,,1.09,11.15,-0.005,,0.01,4.3,0.12,0.341,,0.413,19.1,0.101,3.55,,,24.8,1.87,VA18255457,Post #328 Brown Silt,
-12733927.833825,5647664.3363309,Y461041,Soil,,-114.39082,45.16582,2018-09-28T17:46:33Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.055,1.84,2.47,0,-10,309,0.72,0.178,0.22,0.071,19,5.71,14.1,4.34,,9.75,,,,1.37,6.17,,0.047,0.16,0.014,,0.021,0.31,7.71,20.5,,0.3,616,0.42,0.02,1.6,,15.15,,,6.89,-0.001,,-0.002,38.5,-0.001,-0.01,0.112,2.58,0.1,,0.97,21.7,-0.005,,0.02,3.52,0.09,0.204,,0.592,18.4,0.151,3.9,,,78.6,7.93,VA18255457,Post #329 Light Brown Silt,
-12733667.3462166,5647658.02084767,Y461042,Soil,,-114.38848,45.16578,2018-09-28T18:09:28Z,Justin Fullenwider,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.049,2.52,3.31,0,10,375,2.28,0.225,0.52,0.147,54,12.2,59.7,7.84,,14.6,,,,3.4,9.09,,0.204,0.166,0.007,,0.048,1.28,29.3,36.4,,1.11,1425,0.43,0.01,4.44,,44.1,,,8.04,-0.001,,-0.002,110,-0.001,-0.01,0.145,7.21,0.1,,1.45,48.9,-0.005,,0.02,8.01,0.21,0.536,,1.13,42.1,0.184,18.8,,,62.6,8.01,VA18255457,Post #330 Brown Silt,
